race_id,HorseName,SexAge,finish_pos,is_top3,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,JockeyId,斤量,距離,水分量,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
202443011802,マドモアゼルジョリ,牝2,8,0,2023/12/17,船橋,晴,3,2歳六,,11,7,8,41.0,11.0,9,山中悠希,05598,54.0,ダ1200,,良,5.0,1:19.7,1.2,6.0,7-8-9,36.5-42.0,41.8,401(+4),,,キングオブオーソ,
202443011802,マドモアゼルジョリ,牝2,8,0,2023/12/01,船橋,晴,3,カトレアデビュー(2歳),,5,2,2,2.2,1.0,2,山中悠希,05598,54.0,ダ1000,,良,-2.0,1:03.5,1.2,31.0,3-2,36.8-38.0,38.8,397(0),,,ライヴキティ,160.0
202443011802,バリクパパン,牝2,9,0,2024/01/18,船橋,晴,2,3歳八,,12,6,7,259.0,12.0,9.0,野澤憲彦,05358,54.0,ダ1200,,良,-5.0,1:18.7,2.7,10.0,10-11-11,37.0-39.0,40.0,447(-3),,,パドゥドゥ,
202443011802,バリクパパン,牝2,9,0,2023/12/17,船橋,晴,2,2歳七,,12,3,3,92.9,12.0,8.0,野澤憲彦,05358,54.0,ダ1200,,良,5.0,1:20.7,2.7,-7.0,6-11-10,37.6-40.4,42.0,450(+2),,,グランデソレイユ,
202443011802,バリクパパン,牝2,9,0,2023/11/22,浦和,晴,1,2歳五,,10,8,9,36.1,4.0,5.0,野澤憲彦,05358,54.0,ダ1400,,良,-10.0,1:33.9,2.8,20.0,5-5-6-5,38.5-39.1,41.3,453(+1),,,エドノバンザイ,22.0
202443011802,バリクパパン,牝2,9,0,2023/10/26,船橋,晴,2,2歳五,,10,1,1,18.9,5.0,8.0,野澤憲彦,05358,54.0,ダ1200,,良,-10.0,1:18.1,2.0,13.0,6-7-7,36.0-40.1,40.6,452(-2),,,ベストアルカディア,
202443011802,バリクパパン,牝2,9,0,2023/09/27,船橋,曇,1,2歳六,,10,4,4,6.8,4.0,4.0,野澤憲彦,05358,54.0,ダ1200,,良,-5.0,1:17.8,1.5,22.0,3-4-4,36.8-39.5,40.6,454(-1),,,エクメディバンブー,36.0
202443011802,バリクパパン,牝2,9,0,2023/08/08,船橋,曇,5,ハイビスカスデビュー(2歳),,6,2,2,29.6,5.0,5.0,野澤憲彦,05358,54.0,ダ1000,,良,-11.0,1:04.4,3.0,7.0,5-5,35.2-37.9,39.4,455(0),,,サーマウント,40.0
202443011802,クラウデン,牝2,10,0,2024/01/18,船橋,晴,2,3歳八,,12,5,5,64.2,8.0,10,木間塚龍,05607,53.0,ダ1200,,良,-5.0,1:18.7,2.7,10.0,4-5-5,37.0-39.0,41.3,414(-8),,,パドゥドゥ,
202443011802,クラウデン,牝2,10,0,2023/12/17,船橋,晴,3,2歳六,,11,2,2,10.4,3.0,11,澤田龍哉,05452,54.0,ダ1200,,良,5.0,1:21.9,3.4,-23.0,3-5-6,36.5-42.0,44.7,422(-3),,,キングオブオーソ,
202443011802,クラウデン,牝2,10,0,2023/12/01,船橋,晴,2,カトレアデビュー(2歳),,5,4,4,7.1,3.0,2,澤田龍哉,05452,54.0,ダ1000,,良,-2.0,1:03.1,1.2,37.0,2-2,36.4-37.6,38.4,425(0),,,エレガントウインク,160.0
202443011802,ケリーアルモニー,牝2,11,0,2024/01/18,船橋,晴,2,3歳八,,12,1,1,69.5,9.0,11,和田譲治,05399,54.0,ダ1200,,良,-5.0,1:19.0,3.0,6.0,11-9-9,37.0-39.0,40.6,441(0),,,パドゥドゥ,
202443011802,ケリーアルモニー,牝2,11,0,2023/12/17,船橋,晴,3,2歳六,,11,8,10,11.2,4.0,6,笹川翼,05524,54.0,ダ1200,,良,5.0,1:19.4,0.9,10.0,5-4-4,36.5-42.0,42.3,441(-3),,,キングオブオーソ,
202443011802,ケリーアルモニー,牝2,11,0,2023/11/30,船橋,晴,1,2歳　未受賞,,9,4,4,2.1,1.0,2,森泰斗,05342,54.0,ダ1200,,良,-6.0,1:19.1,0.4,4.0,4-4-4,38.1-40.6,40.3,444(-2),,,マルヒロナイト,96.0
202443011802,ケリーアルモニー,牝2,11,0,2023/10/27,船橋,晴,3,ユーカリデビュー(新馬)(2歳),,7,5,5,23.1,5.0,7,和田譲治,05399,54.0,ダ1000,,良,-8.0,1:05.3,3.5,-5.0,2-2,35.4-38.2,41.6,446(0),,,ヘマソラール,
202443011802,ラブミーマルボロ,牝2,12,0,2024/01/18,船橋,晴,2,3歳八,,12,8,11,120.4,10.0,12,菅原涼太,05612,53.0,ダ1200,,良,-5.0,1:19.2,3.2,3.0,12-12-12,37.0-39.0,40.2,430(-4),,,パドゥドゥ,
202443011802,ラブミーマルボロ,牝2,12,0,2023/12/18,船橋,晴,2,2歳九,,10,1,1,38.8,7.0,3,菅原涼太,05612,53.0,ダ1200,,良,4.0,1:19.3,1.4,11.0,6-6-5,37.2-40.7,41.6,434(0),,,チュラバロー,57.5
202443011802,ラブミーマルボロ,牝2,12,0,2023/12/01,船橋,晴,2,カトレアデビュー(2歳),,5,5,5,4.0,2.0,5,本田正重,05443,54.0,ダ1000,,良,-2.0,1:08.5,6.6,-52.0,5-5,36.4-37.6,41.2,434(0),,,エレガントウインク,40.0
202343072401,ブライトガッサン,牡3,1,1,2023/07/24,船橋,晴,1,3歳八,,12,5,6,1.9,1.0,1,木間塚龍,05607,54.0,ダ1200,,良,-1.0,1:16.3,-1.9,46.0,1-1-1,37.3-39.0,39.0,510(-10),,,(タケショウルイス),140.0
202343072401,ブライトガッサン,牡3,1,1,2023/06/21,船橋,晴,1,3歳十　未出走(未出走),,9,3,3,23.1,4.0,3,木間塚龍,05607,54.0,ダ1200,,良,5.0,1:18.8,1.6,19.0,8-6-3,37.6-39.6,40.3,520(0),,,ツルマルタイヨー,35.0
202343072401,タケショウルイス,牡3,2,1,2023/07/24,船橋,晴,1,3歳八,,12,7,9,11.4,5.0,2,山本聡紀,a02b0,56.0,ダ1200,,良,-1.0,1:18.2,1.9,21.0,2-2-2,37.3-39.0,40.6,490(+2),,,ブライトガッサン,56.0
202343072401,タケショウルイス,牡3,2,1,2023/06/21,船橋,晴,1,3歳十　未出走(未出走),,9,2,2,30.3,6.0,5,山本聡紀,a02b0,56.0,ダ1200,,良,5.0,1:20.5,3.3,-4.0,6-7-7,37.6-39.6,42.0,488(0),,,ツルマルタイヨー,14.0
202343072401,エチゴノウタゲ,牝3,3,1,2023/07/24,船橋,晴,1,3歳八,,12,1,1,17.7,7.0,3.0,岡村健司,05562,54.0,ダ1200,,良,-1.0,1:18.7,2.4,14.0,4-3-3,37.3-39.0,40.9,417(+8),,,ブライトガッサン,35.0
202343072401,エチゴノウタゲ,牝3,3,1,2023/06/21,船橋,晴,1,3歳十　未出走(未出走),,9,8,8,26.3,5.0,4.0,濱田達也,a0236,54.0,ダ1200,,良,5.0,1:20.5,3.3,-4.0,3-2-4,37.6-39.6,42.7,409(0),,,ツルマルタイヨー,21.0
202343072401,バーニングウインド,牡3,4,0,2023/07/24,船橋,晴,1,3歳八,,12,6,8,5.6,2.0,4,森泰斗,05342,56.0,ダ1200,,良,-1.0,1:19.0,2.7,10.0,11-7-6,37.3-39.0,40.3,452(0),,,ブライトガッサン,21.0
202343072401,アルファウォーリア,牡3,5,0,2023/06/21,船橋,晴,1,3歳十　未出走(未出走),,9,6,6,11.4,3.0,7,川島正太,05444,56.0,ダ1200,,良,5.0,1:22.7,5.5,-34.0,7-5-6,37.6-39.6,44.4,466(0),,,ツルマルタイヨー,
202343072401,ヤレルカモシレナイ,牡3,6,0,2023/07/24,船橋,晴,1,3歳八,,12,4,4,7.0,4.0,6,小杉亮,a025d,56.0,ダ1200,,良,-1.0,1:19.8,3.5,-1.0,10-11-10,37.3-39.0,40.8,476(0),,,ブライトガッサン,
202343072401,テフィティフライト,牝3,7,0,2023/07/24,船橋,晴,1,3歳八,,12,8,12,12.7,6.0,7,山口達弥,a01fb,54.0,ダ1200,,良,-1.0,1:20.0,3.7,-4.0,7-5-5,37.3-39.0,41.8,452(0),,,ブライトガッサン,
202343072401,メイデンズプレアー,牝3,8,0,2023/07/24,船橋,晴,1,3歳八,,12,7,10,185.7,10.0,8,西村栄喜,05457,54.0,ダ1200,,良,-1.0,1:21.0,4.7,-17.0,9-8-7,37.3-39.0,42.3,478(-4),,,ブライトガッサン,
202343072401,メイデンズプレアー,牝3,8,0,2023/06/21,船橋,晴,1,3歳十　未出走(未出走),,9,5,5,61.0,7.0,6,西村栄喜,05457,54.0,ダ1200,,良,5.0,1:21.6,4.4,-19.0,9-9-9,37.6-39.6,42.8,482(-5),,,ツルマルタイヨー,
202343072401,メイデンズプレアー,牝2,8,0,2023/05/05,船橋,晴,1,3歳十,,12,6,8,129.2,10.0,8,西村栄喜,05457,54.0,ダ1200,,良,6.0,1:20.8,3.5,-7.0,10-8-8,38.1-39.2,41.9,487(-12),,,エスケイキャット,
202343072401,メイデンズプレアー,牝2,8,0,2022/12/21,船橋,曇,1,ポインセチアデビュー(新馬)(2歳),,8,2,2,89.1,8.0,8,木間塚龍,05607,51.0,ダ1000,,良,2.0,1:08.9,7.0,-54.0,7-8,35.9-38.0,43.1,499(0),,,ノットソーリッチ,
202343072401,トーセンディーバ,牝3,9,0,2023/07/24,船橋,晴,1,3歳八,,12,3,3,6.5,3.0,9,笠野雄大,a0235,54.0,ダ1200,,良,-1.0,1:21.6,5.3,-25.0,5-6-8,37.3-39.0,43.2,404(-8),,,ブライトガッサン,
202343072401,トーセンディーバ,牝3,9,0,2023/06/20,船橋,晴,2,3歳九,,12,6,8,14.9,2.0,5,笠野雄大,a0235,54.0,ダ1200,,良,11.0,1:19.1,1.0,21.0,6-8-9,38.1-40.0,40.2,412(+6),,,ポルトボヌール,14.0
202343072401,トーセンディーバ,牝3,9,0,2023/05/05,船橋,晴,1,3歳十,,12,1,1,2.7,1.0,7,森泰斗,05342,54.0,ダ1200,,良,6.0,1:20.3,3.0,-1.0,6-4-6,38.1-39.2,42.0,406(-8),,,エスケイキャット,
202343072401,トーセンディーバ,牝3,9,0,2023/04/14,船橋,晴,1,3歳十,,9,3,3,41.4,7.0,4,笠野雄大,a0235,54.0,ダ1200,,良,7.0,1:19.1,1.7,17.0,2-1-3,37.2-40.2,41.9,414(0),,,ギフテッドキング,24.0
202343072401,ロンジェヴィティー,牝3,10,0,2023/07/24,船橋,晴,1,3歳八,,12,5,5,205.1,11.0,10.0,秋元耕成,05347,54.0,ダ1200,,良,-1.0,1:22.2,5.9,-33.0,12-12-12,37.3-39.0,41.2,400(-13),,,ブライトガッサン,
202343072401,ロンジェヴィティー,牝3,10,0,2023/06/20,船橋,晴,2,3歳九,,12,7,10,219.4,12.0,12.0,柿本量平,a0298,54.0,ダ1200,,良,11.0,1:22.7,4.6,-28.0,12-12-12,38.1-40.0,42.5,413(-2),,,ポルトボヌール,
202343072401,ロンジェヴィティー,牝3,10,0,2023/05/05,船橋,晴,1,3歳十,,12,7,10,130.9,11.0,11.0,秋元耕成,05347,54.0,ダ1200,,良,6.0,1:22.2,4.9,-26.0,12-12-12,38.1-39.2,41.4,415(+2),,,エスケイキャット,
202343072401,ロンジェヴィティー,牝3,10,0,2023/04/13,船橋,晴,1,3歳九,,12,7,9,59.2,10.0,12.0,秋元耕成,05347,54.0,ダ1200,,良,12.0,1:21.7,3.1,-14.0,11-12-12,37.9-40.7,41.6,413(+8),,,ブルネットスター,
202343072401,ロンジェヴィティー,牝2,10,0,2023/03/13,船橋,曇,1,3歳　選抜馬,,10,7,8,353.8,10.0,6.0,臼井健太,05554,54.0,ダ1500,,良,17.0,1:44.7,3.4,-1.0,10-10-10-10,33.6-41.0,41.8,405(+3),,,レゾリュートスカイ,
202343072401,ロンジェヴィティー,牝2,10,0,2023/02/10,船橋,小雨,1,3歳九,,12,2,2,26.6,7.0,7.0,臼井健太,05554,54.0,ダ1200,,良,17.0,1:22.3,2.4,-17.0,11-12-12,39.5-40.4,41.2,402(-9),,,カルムステップ,
202343072401,ロンジェヴィティー,牝2,10,0,2023/01/20,船橋,晴,3,3歳九,,10,8,11,245.6,9.0,7.0,臼井健太,05554,54.0,ダ1200,,良,18.0,1:21.9,3.7,-10.0,10-10-10,37.7-40.5,41.3,411(+5),,,ジョイルミナス,
202343072401,ロンジェヴィティー,牝2,10,0,2022/12/20,船橋,晴,1,2歳八　未受賞,,7,1,1,60.3,6.0,4.0,臼井健太,05554,54.0,ダ1200,,良,19.0,1:21.4,2.7,-22.0,7-7-7,37.9-40.8,41.1,406(-2),,,リノメテオール,24.0
202343072401,ロンジェヴィティー,牝2,10,0,2022/12/01,船橋,曇,1,2歳七,,11,8,10,238.1,11.0,10.0,秋元耕成,05347,54.0,ダ1200,,良,20.0,1:24.8,6.5,-47.0,9-11-11,37.8-40.5,44.4,408(-10),,,ビレッジスティール,
202343072401,ロンジェヴィティー,牝2,10,0,2022/11/09,川崎,晴,1,つばめ賞(2歳),,11,7,9,222.7,11.0,10.0,藤江渉,a0188,54.0,ダ900,,良,-3.0,0:59.5,2.7,-30.0,11-11,30.2-38.8,39.9,418(-1),,,シゲルアレグリア,
202343072401,ロンジェヴィティー,牝2,10,0,2022/10/10,川崎,曇,1,2歳6,,9,8,9,98.4,9.0,8.0,藤江渉,a0188,54.0,ダ1400,,重,3.0,1:41.5,6.0,-54.0,8-9-8-8,39.6-43.5,46.9,419(-2),,,トシコノユメ,
202343072401,ロンジェヴィティー,牝2,10,0,2022/09/15,川崎,曇,3,2歳6,,10,6,6,125.5,10.0,9.0,藤江渉,a0188,54.0,ダ1400,,良,-5.0,1:37.4,3.1,-16.0,10-10-10-10,39.3-42.0,43.4,421(-4),,,レディーラッキー,
202343072401,ロンジェヴィティー,牝2,10,0,2022/08/25,川崎,曇,2,ひかり賞(2歳),,7,4,4,146.7,7.0,7.0,藤江渉,a0188,54.0,ダ900,,良,-5.0,1:00.7,4.5,-54.0,7-7,30.2-38.1,41.1,425(+22),,,ハイブリッチライト,
202343072401,ロンジェヴィティー,牝2,10,0,2022/06/02,浦和,晴,1,2歳一,,11,8,10,262.2,11.0,11.0,藤江渉,a0188,54.0,ダ1300,,良,-15.0,1:29.6,5.0,-18.0,10-10-9-10,30.8-40.3,42.6,403(-4),,,サムタイムアゴー,
202343072401,ロンジェヴィティー,牝2,10,0,2022/05/20,川崎,晴,1,スパーキングデビュー(2歳),,6,6,6,15.7,5.0,6.0,小林捺花,a04d6,50.0,ダ900,,稍,-9.0,0:59.9,4.3,-43.0,5-6,30.3-37.6,40.7,407(0),,,ショコラクイーン,
202343072401,ラブチェイス,牝3,11,0,2023/07/24,船橋,晴,1,3歳八,,12,2,2,238.4,12.0,11,實川純一,a01f6,54.0,ダ1200,,良,-1.0,1:22.5,6.2,-37.0,8-9-9,37.3-39.0,43.8,361(-6),,,ブライトガッサン,
202343072401,ラブチェイス,牝3,11,0,2023/06/21,船橋,晴,1,3歳十　未出走(未出走),,9,1,1,96.9,9.0,8,實川純一,a01f6,54.0,ダ1200,,良,5.0,1:22.8,5.6,-35.0,5-8-8,37.6-39.6,44.0,367(+6),,,ツルマルタイヨー,
202343072401,ラブチェイス,牝3,11,0,2023/05/05,船橋,晴,1,3歳十,,12,7,9,214.7,12.0,9,濱田達也,a0236,54.0,ダ1200,,良,6.0,1:20.9,3.6,-9.0,9-10-9,38.1-39.2,41.7,361(+2),,,エスケイキャット,
202343072401,ラブチェイス,牝3,11,0,2023/04/14,船橋,晴,1,3歳十,,9,4,4,230.3,9.0,8,濱田達也,a0236,54.0,ダ1200,,良,7.0,1:22.3,4.9,-27.0,8-9-9,37.2-40.2,43.5,359(-1),,,ギフテッドキング,
202343072401,ラブチェイス,牝3,11,0,2023/03/17,船橋,曇,3,3歳九,,8,3,3,150.3,8.0,7,濱田達也,a0236,54.0,ダ1200,,良,20.0,1:24.6,3.3,-45.0,7-6-6,39.4-41.9,43.6,360(+1),,,ステンノー,
202343072401,ラブチェイス,牝2,11,0,2023/02/10,船橋,小雨,1,3歳九,,12,6,7,159.1,12.0,9,小林捺花,a04d6,50.0,ダ1200,,良,17.0,1:23.1,3.2,-28.0,8-7-8,39.5-40.4,42.7,359(-3),,,カルムステップ,
202343072401,ラブチェイス,牝2,11,0,2023/01/20,船橋,晴,1,3歳　未出走(未出走),,9,7,7,262.7,9.0,7,臼井健太,05554,54.0,ダ1200,,良,18.0,1:23.2,4.6,-28.0,8-8-8,38.6-40.0,43.1,362(-3),,,ワンダーランド,
202343072401,ラブチェイス,牝2,11,0,2022/12/20,船橋,晴,1,2歳八　未受賞,,7,4,4,25.1,4.0,7,小林捺花,a04d6,50.0,ダ1200,,良,19.0,1:23.6,4.9,-51.0,5-6-6,37.9-40.8,44.7,365(-6),,,リノメテオール,
202343072401,ラブチェイス,牝2,11,0,2022/12/01,船橋,曇,1,2歳七,,11,1,1,171.8,10.0,9,臼井健太,05554,54.0,ダ1200,,良,20.0,1:24.6,6.3,-45.0,10-10-10,37.8-40.5,44.5,371(-9),,,ビレッジスティール,
202343072401,ラブチェイス,牝2,11,0,2022/10/28,船橋,晴,4,ユーカリデビュー(2歳),,6,2,2,125.3,6.0,6,臼井健太,05554,54.0,ダ1000,,良,2.0,1:07.1,2.9,-25.0,6-6,36.2-40.0,41.0,380(0),,,オーデンミカ,
202343072401,ゴブリン,牡3,12,0,2023/07/24,船橋,晴,1,3歳八,,12,6,7,104.4,9.0,12,柿本量平,a0298,56.0,ダ1200,,良,-1.0,1:23.9,7.6,-56.0,6-10-11,37.3-39.0,45.1,451(-7),,,ブライトガッサン,
202343072401,ゴブリン,牡3,12,0,2023/06/21,船橋,晴,1,3歳十　未出走(未出走),,9,7,7,75.0,8.0,9,古岡勇樹,05606,55.0,ダ1200,,良,5.0,1:22.9,5.7,-37.0,2-4-5,37.6-39.6,45.0,458(-14),,,ツルマルタイヨー,
202343072401,ゴブリン,牡3,12,0,2023/05/05,船橋,晴,1,3歳十,,12,2,2,66.8,8.0,12,古岡勇樹,05606,55.0,ダ1200,,良,6.0,1:23.9,6.6,-49.0,1-1-4,38.1-39.2,45.8,472(+14),,,エスケイキャット,
202343072401,ゴブリン,牡2,12,0,2023/04/14,船橋,晴,1,3歳十,,9,8,9,16.2,4.0,9,町田直希,05455,56.0,ダ1200,,良,7.0,1:23.2,5.8,-39.0,4-6-8,37.2-40.2,45.4,458(-7),,,ギフテッドキング,
202343072401,ゴブリン,牡2,12,0,2023/03/17,船橋,曇,2,3歳　未出走イ,,6,3,3,11.5,4.0,6,和田譲治,05399,56.0,ダ1200,,良,20.0,1:24.4,3.8,-42.0,1-1-1,38.4-42.2,46.0,465(0),,,ダンソンラローズ,
202343062003,ミヤコノティアラ,牝3,1,1,2023/06/20,船橋,晴,3,3歳八,,12,6,8,3.0,1.0,1,篠谷葵,05605,54.0,ダ1200,,良,11.0,1:16.9,-0.4,50.0,4-4-4,37.1-39.8,39.4,451(+9),,,(アイダケ),140.0
202343062003,ミヤコノティアラ,牝3,1,1,2023/03/19,2中京4,晴,3,3歳未勝利,,16,5,9,284.8,15.0,13,古川吉洋,01015,54.0,ダ1400,,重,-20.0,1:27.0,2.4,50.0,13-13,35.2-37.0,38.1,442(-8),,出遅れ,ユイノイチゲキ,
202343062003,ミヤコノティアラ,牝2,1,1,2023/02/12,1東京6,晴,3,3歳未勝利,,16,1,1,122.4,12.0,14,横山琉人,01192,52.0,ダ1600,,重,-27.0,1:38.5,2.0,65.0,9-10,35.0-36.4,37.4,450(+14),,出遅れ,メイショウコバト,
202343062003,ミヤコノティアラ,牝2,1,1,2022/11/20,5東京6,曇,1,2歳未勝利,,16,2,4,39.6,9.0,10,Ｍ．デム,05212,54.0,ダ1400,,良,-2.0,1:29.2,2.1,43.0,13-11,36.6-37.5,38.6,436(-6),,出遅れ,ハチメンロッピ,
202343062003,ミヤコノティアラ,牝2,1,1,2022/11/06,5東京2,晴,4,2歳新馬,,16,1,1,27.0,7.0,4,荻野極,01160,54.0,ダ1300,,良,-3.0,1:21.8,1.1,52.0,13-12,30.9-37.0,36.8,442(0),,出遅れ,サニーサフラン,110.0
202343062003,アイダケ,牡3,2,1,2023/06/20,船橋,晴,3,3歳八,,12,8,12,5.7,3.0,2,野澤憲彦,05358,56.0,ダ1200,,良,11.0,1:17.3,0.4,45.0,5-3-3,37.1-39.8,40.1,499(+16),,,ミヤコノティアラ,56.0
202343062003,アイダケ,牡2,2,1,2023/04/12,船橋,曇,1,3歳八,,12,6,7,7.1,3.0,5,川島正太,05444,56.0,ダ1200,,良,9.0,1:19.4,0.6,14.0,7-6-5,37.3-41.5,40.4,475(-1),,,サワヤカサヤカ,16.0
202343062003,アイダケ,牡2,2,1,2023/03/15,船橋,晴,1,3歳七,,12,7,9,4.5,2.0,10,野澤憲彦,05358,56.0,ダ1200,,良,14.0,1:21.5,2.5,-9.0,3-3-4,38.8-40.2,42.4,476(-9),,,ノブノウマー,
202343062003,アイダケ,牡2,2,1,2023/02/07,船橋,晴,1,3歳七,,12,7,10,1.9,1.0,7,野澤憲彦,05358,56.0,ダ1200,,良,18.0,1:20.7,1.6,6.0,5-4-4,38.1-41.0,42.1,485(+3),,,ミュラー,
202343062003,アイダケ,牡2,2,1,2023/01/20,船橋,晴,1,3歳　未出走(未出走),,9,8,8,5.1,2.0,2,野澤憲彦,05358,56.0,ダ1200,,良,18.0,1:18.9,0.3,30.0,2-2-1,38.6-40.0,40.3,482(0),,,ワンダーランド,64.0
202343062003,アイブライト,牡3,3,1,2023/06/20,船橋,晴,3,3歳八,,12,7,9,6.9,5.0,3,濱田達也,a0236,56.0,ダ1200,,良,11.0,1:17.3,0.4,45.0,3-2-2,37.1-39.8,40.1,453(-14),,,ミヤコノティアラ,35.0
202343062003,アイブライト,牡3,3,1,2023/05/02,船橋,晴,2,3歳六　七,,11,7,8,11.2,6.0,7,木間塚龍,05607,53.0,ダ1500,,良,-4.0,1:42.2,2.5,4.0,4-4-8-7,31.9-41.7,43.7,467(-1),,,アンカリング,
202343062003,アイブライト,牡3,3,1,2023/04/11,船橋,晴,1,3歳七,,12,4,4,7.5,2.0,3,小杉亮,a025d,56.0,ダ1200,,良,9.0,1:18.2,1.3,31.0,3-5-5,37.6-39.3,40.3,468(+3),,,ワンダフルボーイ,40.0
202343062003,アイブライト,牡3,3,1,2023/03/16,船橋,晴,1,3歳八,,10,1,1,3.4,2.0,3,小杉亮,a025d,56.0,ダ1200,,良,13.0,1:19.5,0.7,17.0,5-5-5,37.7-41.1,41.3,465(+12),,,シグナトリー,40.0
202343062003,アイブライト,牡2,3,1,2022/07/26,船橋,曇,2,リアトリスデビュー(2歳),,5,3,3,11.1,4.0,4,岡村健司,05562,54.0,ダ1000,,稍,-1.0,1:03.7,2.5,28.0,3-3,35.3-37.8,39.3,453(0),,,ポーチュラカ,40.5
202343062003,イントゥフリー,牡3,4,0,2023/06/20,船橋,晴,3,3歳八,,12,3,3,10.6,6.0,4,山口達弥,a01fb,56.0,ダ1200,,良,11.0,1:17.4,0.5,43.0,12-11-11,37.1-39.8,38.2,436(+5),,,ミヤコノティアラ,21.0
202343062003,イントゥフリー,牡2,4,0,2023/01/12,浦和,晴,2,3歳四,,12,3,3,18.4,7.0,6,山口達弥,a01fb,56.0,ダ1400,,良,-10.0,1:34.3,1.3,16.0,11-10-8-9,38.4-40.7,40.7,431(-4),,,エーヴベリー,
202343062003,イントゥフリー,牡2,4,0,2022/12/19,船橋,晴,5,2歳五,,8,6,6,7.4,5.0,5,山口達弥,a01fb,55.0,ダ1200,,良,19.0,1:19.7,1.9,20.0,7-8-8,37.8-40.0,40.7,435(-1),,,ハセノクラウン,19.0
202343062003,イントゥフリー,牡2,4,0,2022/12/02,船橋,曇,1,2歳　未勝利(未勝利),,9,5,5,6.9,4.0,6,山口達弥,a01fb,55.0,ダ1500,,良,21.0,1:42.7,2.2,24.0,4-4-7-6,32.0-42.4,43.5,436(+2),,,シカゴフォンテン,
202343062003,イントゥフリー,牡2,4,0,2022/10/27,船橋,曇,1,2歳五,,10,2,2,3.2,2.0,2,山口達弥,a01fb,55.0,ダ1200,,良,9.0,1:18.5,0.6,27.0,6-6-5,38.0-39.9,39.9,434(-3),,,サイレントウルフ,64.0
202343062003,イントゥフリー,牡2,4,0,2022/09/30,船橋,晴,3,ローズデビュー(2歳),,6,1,1,11.0,5.0,4,山口達弥,a01fb,54.0,ダ1000,,良,-4.0,1:02.8,1.7,40.0,3-4,36.0-37.0,38.3,437(0),,,ガーベランクイーン,40.5
202343062003,モモンガクロー,牝3,5,0,2023/06/20,船橋,晴,3,3歳八,,12,2,2,30.5,8.0,5,中島良美,05649,50.0,ダ1200,,良,11.0,1:17.6,0.7,41.0,7-6-5,37.1-39.8,39.8,426(-6),,,ミヤコノティアラ,14.0
202343062003,モモンガクロー,牝3,5,0,2023/05/01,船橋,晴,1,3歳八,,12,6,8,33.5,9.0,8,中島良美,05649,50.0,ダ1200,,良,0.0,1:18.1,0.9,23.0,8-8-8,37.7-39.5,39.2,432(+1),,,オフェーリア,
202343062003,モモンガクロー,牝3,5,0,2023/04/11,船橋,晴,1,3歳七,,12,3,3,92.2,11.0,9,中島良美,05649,50.0,ダ1200,,良,9.0,1:19.1,2.2,19.0,7-8-8,37.6-39.3,40.6,431(+2),,,ワンダフルボーイ,
202343062003,モモンガクロー,牝3,5,0,2023/03/13,船橋,曇,2,3歳六,,12,6,7,37.2,9.0,9,中島良美,05649,50.0,ダ1200,,良,17.0,1:20.2,2.5,12.0,3-3-4,39.0-38.7,41.0,429(+10),,,カルムステップ,
202343062003,モモンガクロー,牝2,5,0,2022/11/29,船橋,曇,2,2歳五,,12,7,10,16.7,7.0,9,岡村健司,05562,54.0,ダ1200,,良,2.0,1:19.0,1.3,13.0,10-11-11,37.3-40.4,40.4,419(-3),,,クイーンオブドミノ,
202343062003,モモンガクロー,牝2,5,0,2022/11/24,浦和,晴,2,2歳四,,12,6,8,124.6,9.0,4,岡村健司,05562,54.0,ダ1400,,不,-11.0,1:32.6,1.1,34.0,9-8-6-3,37.4-40.2,39.7,422(-5),,,フォースバイオ,27.0
202343062003,モモンガクロー,牝2,5,0,2022/10/25,船橋,曇,4,2歳三,,12,7,9,57.8,10.0,8,岡村健司,05562,54.0,ダ1200,,良,11.0,1:19.1,1.5,21.0,7-6-6,37.5-40.1,40.9,427(-5),,,ミコフランシスカ,
202343062003,モモンガクロー,牝2,5,0,2022/09/27,船橋,晴,2,2歳五,,11,5,5,5.3,2.0,4,岡村健司,05562,54.0,ダ1200,,稍,-18.0,1:17.8,0.4,9.0,10-10-8,36.9-40.5,39.7,432(+11),,,オリエンタルラニ,28.5
202343062003,モモンガクロー,牝2,5,0,2022/08/19,船橋,晴,2,2歳四,,12,7,9,26.4,6.0,5,笠野雄大,a0235,54.0,ダ1200,,良,2.0,1:18.7,1.2,17.0,4-4-4,37.8-39.7,40.3,421(0),,,テナシャスバイオ,19.0
202343062003,モモンガクロー,牝2,5,0,2022/07/25,船橋,晴,3,リアトリスデビュー(2歳),,6,1,1,8.6,2.0,4,岡村健司,05562,54.0,ダ1000,,良,2.0,1:04.4,2.6,20.0,3-3,35.6-38.2,40.2,421(0),,,マサノエンペラー,40.5
202343062003,ミュールダール,牡3,6,0,2023/06/20,船橋,晴,3,3歳八,,12,6,7,49.8,9.0,6,笠野雄大,a0235,56.0,ダ1200,,良,11.0,1:17.7,0.8,39.0,8-7-7,37.1-39.8,39.7,434(-5),,,ミヤコノティアラ,
